Route,URL,Avg Stars,Rating,Pitches,Length,Area Latitude,Area Longitude,PG13,R,State,Region,Location,Crag,Wall,Trad,Alpine,TR,Aid,Boulder,Mixed,numVotes,numViews,Year
Vixen Blonde (aka Punch the Clock),https://www.mountainproject.com/route/105866263/vixen-blonde-aka-punch-the-clock,2.2,5.10a,1,55.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,"Avg: 2.2 from 170
    votes","Page Views: 4,168 total · 20/month","Shared By: Perin Blanchard on Sep 28, 2006 · Updates"
Many Options,https://www.mountainproject.com/route/105885699/many-options,2.9,5.10a,1,60.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,"Avg: 2.9 from 213
    votes","Page Views: 6,676 total · 32/month","Shared By: Perin Blanchard on Nov 10, 2006"
Winds of Fire,https://www.mountainproject.com/route/106003242/winds-of-fire,3.6,5.10a,1,100.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,"Avg: 3.6 from 377
    votes","Page Views: 18,103 total · 92/month","Shared By: Perin Blanchard on Aug 3, 2007"
Unknown 5.9,https://www.mountainproject.com/route/106015977/unknown-59,2.1,5.10a,1,70.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,"Avg: 2.1 from 56
    votes","Page Views: 2,965 total · 15/month","Shared By: jtwalter on Aug 27, 2007"
Unknown 5.10a,https://www.mountainproject.com/route/106015991/unknown-510a,2.5,5.10a,1,90.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,"Avg: 2.5 from 50
    votes","Page Views: 1,249 total · 6/month","Shared By: jtwalter on Aug 27, 2007 · Updates"
Born Again,https://www.mountainproject.com/route/107826594/born-again,2.5,5.10a,1,45.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,"Avg: 2.5 from 98
    votes","Page Views: 2,206 total · 16/month","Shared By: bmdhacks on Oct 4, 2012"
Emotional Geometry,https://www.mountainproject.com/route/106955599/emotional-geometry,3.0,5.10b,1,65.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,"Avg: 3 from 143
    votes","Page Views: 4,915 total · 31/month","Shared By: Jason Desmond on Nov 9, 2010 · Updates"
Bumbly Bells,https://www.mountainproject.com/route/117857828/bumbly-bells,1.9,5.10b,1,40.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,"Avg: 1.9 from 70
    votes",Page Views: 925 total · 19/month,"Shared By: Sawyer Wylie on Oct 8, 2019 · Updates"
Unknown Roof Crack,https://www.mountainproject.com/route/107806119/unknown-roof-crack,2.6,5.10b/c,1,120.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,"Avg: 2.6 from 20
    votes","Page Views: 2,509 total · 19/month","Shared By: Paul Robertson on Sep 21, 2012 · Updates"
Treehugger,https://www.mountainproject.com/route/105837747/treehugger,1.8,5.10b/c,1,45.0,40.4507,-111.6717,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Hard Rock,False,False,False,False,False,False,"Avg: 1.8 from 124
    votes","Page Views: 1,535 total · 7/month","Shared By: Perin Blanchard on Jun 29, 2006"
Unknown,https://www.mountainproject.com/route/121311758/unknown,2.3,5.10a,1,50.0,40.4461,-111.6948,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Juniper Wall,False,False,False,False,False,False,"Avg: 2.3 from 9
    votes",Page Views: 251 total · 10/month,"Shared By: Caleb Perkins on Sep 15, 2021"
Blood on the Rocks,https://www.mountainproject.com/route/106049264/blood-on-the-rocks,2.3,5.10b ,1,60.0,40.4461,-111.6948,True,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Juniper Wall,False,False,False,False,False,False,"Avg: 2.3 from 32
    votes",Page Views: 916 total · 5/month,"Shared By: Perin Blanchard on Oct 23, 2007"
Room With a View,https://www.mountainproject.com/route/111008097/room-with-a-view,0.7,5.10a,2,90.0,40.44647,-111.68747,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Cannabis Wall,False,False,False,False,False,False,"Avg: 0.7 from 14
    votes",Page Views: 982 total · 10/month,"Shared By: Todd Green on Sep 10, 2015"
Cannabis Crack,https://www.mountainproject.com/route/106193660/cannabis-crack,2.6,5.10b,1,50.0,40.44647,-111.68747,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Cannabis Wall,False,False,False,False,False,False,"Avg: 2.6 from 56
    votes","Page Views: 2,677 total · 14/month","Shared By: Alec L on Jun 29, 2008"
Hall of Flags,https://www.mountainproject.com/route/110643232/hall-of-flags,2.5,5.10b,1,35.0,40.44649,-111.68579,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Isolation Wall,False,False,False,False,False,False,"Avg: 2.5 from 55
    votes","Page Views: 1,254 total · 12/month","Shared By: Kory Kowallis on Jun 20, 2015"
Fern Gully,https://www.mountainproject.com/route/110646387/fern-gully,2.5,5.10b/c,1,30.0,40.44649,-111.68579,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Isolation Wall,False,False,False,False,False,False,"Avg: 2.5 from 77
    votes","Page Views: 1,281 total · 13/month","Shared By: Kory Kowallis on Jun 21, 2015"
Patty Baby,https://www.mountainproject.com/route/105836722/patty-baby,2.2,5.10b,1,50.0,40.4493,-111.6726,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Little Mill Area,False,False,False,False,False,False,"Avg: 2.2 from 42
    votes","Page Views: 1,841 total · 9/month","Shared By: shawn Kenney on Jun 26, 2006"
30,https://www.mountainproject.com/route/118035965/30,3.3,5.10a,6,400.0,40.44548,-111.69298,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,52 Wall,False,False,False,False,False,False,"Avg: 3.3 from 72
    votes","Page Views: 4,680 total · 97/month","Shared By: Orphaned User on Nov 12, 2019"
Livin' On The Ledge,https://www.mountainproject.com/route/118045185/livin-on-the-ledge,3.1,5.10b,1,55.0,40.44548,-111.69298,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,52 Wall,False,False,False,False,False,False,"Avg: 3.1 from 19
    votes",Page Views: 888 total · 18/month,"Shared By: Orphaned User on Nov 14, 2019"
Domestic Tension,https://www.mountainproject.com/route/106008038/domestic-tension,1.9,5.10a,1,60.0,40.4462,-111.6958,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Watchtower,False,False,False,False,False,False,"Avg: 1.9 from 39
    votes","Page Views: 1,497 total · 8/month","Shared By: jtwalter on Aug 14, 2007"
Barnacle,https://www.mountainproject.com/route/106250371/barnacle,1.5,5.10a,1,50.0,40.4462,-111.6958,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Watchtower,False,False,False,False,False,False,"Avg: 1.5 from 12
    votes","Page Views: 1,101 total · 6/month","Shared By: Kip H on Sep 9, 2008"
Necromancer,https://www.mountainproject.com/route/106018707/necromancer,1.9,5.10a,1,35.0,40.4323,-111.751,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Necromancer,False,False,False,False,False,False,"Avg: 1.9 from 12
    votes",Page Views: 601 total · 3/month,"Shared By: Perin Blanchard on Sep 2, 2007"
Harder-Faster,https://www.mountainproject.com/route/106018712/harder-faster,1.8,5.10b,1,35.0,40.4323,-111.751,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Necromancer,False,False,False,False,False,False,"Avg: 1.8 from 11
    votes",Page Views: 597 total · 3/month,"Shared By: Perin Blanchard on Sep 2, 2007"
Unknown,https://www.mountainproject.com/route/106871564/unknown,1.7,5.10b,1,40.0,40.4323,-111.751,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Necromancer,False,False,False,False,False,False,"Avg: 1.7 from 6
    votes",Page Views: 536 total · 3/month,"Shared By: GRK on Aug 26, 2010"
O'Doul's,https://www.mountainproject.com/route/105958754/odouls,2.5,5.10b,1,50.0,40.4452,-111.6982,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Beer Can Alley,False,False,True,False,False,False,"Avg: 2.5 from 103
    votes","Page Views: 2,502 total · 12/month","Shared By: AJ Dexter on May 9, 2007"
Boy Wonder,https://www.mountainproject.com/route/106203075/boy-wonder,2.1,5.10b,1,75.0,40.4451,-111.6911,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Forgotten Trails,False,False,False,False,False,False,"Avg: 2.1 from 48
    votes",Page Views: 869 total · 5/month,"Shared By: Christian ""crisco"" Burrell on Jul 12, 2008"
Barbie Twins,https://www.mountainproject.com/route/106492437/barbie-twins,2.1,5.10a,1,35.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,"Avg: 2.1 from 31
    votes","Page Views: 1,912 total · 11/month","Shared By: Perin Blanchard on Jul 18, 2009"
Eye Opener,https://www.mountainproject.com/route/106492432/eye-opener,1.9,5.10b,1,40.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,"Avg: 1.9 from 8
    votes",Page Views: 642 total · 4/month,"Shared By: Perin Blanchard on Jul 18, 2009"
Pig Charmer,https://www.mountainproject.com/route/106496065/pig-charmer,2.0,5.10a,1,45.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,"Avg: 2 from 6
    votes",Page Views: 596 total · 3/month,"Shared By: Perin Blanchard on Jul 22, 2009"
Beamer's Claw,https://www.mountainproject.com/route/106496047/beamers-claw,2.2,5.10b,1,40.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,"Avg: 2.2 from 9
    votes",Page Views: 630 total · 4/month,"Shared By: Perin Blanchard on Jul 22, 2009"
Old Stone Crab,https://www.mountainproject.com/route/106908341/old-stone-crab,2.0,5.10a,1,135.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,"Avg: 2 from 4
    votes",Page Views: 657 total · 4/month,"Shared By: Perin Blanchard on Sep 30, 2010 · Updates"
Old School,https://www.mountainproject.com/route/106502299/old-school,3.1,5.10b,2,150.0,40.4469,-111.6881,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Tank Canyon,False,False,False,False,False,False,"Avg: 3.1 from 14
    votes","Page Views: 3,294 total · 19/month","Shared By: Perin Blanchard on Jul 29, 2009"
No Remorse,https://www.mountainproject.com/route/106886892/no-remorse,2.3,5.10b,1,50.0,40.4461,-111.6859,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Bingo Baby,False,False,False,False,False,False,"Avg: 2.3 from 119
    votes","Page Views: 1,034 total · 6/month","Shared By: Perin Blanchard on Sep 11, 2010"
Wall of Shame,https://www.mountainproject.com/route/107408075/wall-of-shame,2.0,5.10a,1,40.0,40.45,-111.6742,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Grey Cliffs Picnic Area,False,False,False,False,False,False,"Avg: 2 from 24
    votes",Page Views: 825 total · 6/month,"Shared By: Perin Blanchard on Dec 17, 2011"
Buff Puff,https://www.mountainproject.com/route/107408085/buff-puff,1.8,5.10a,1,40.0,40.45,-111.6742,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Grey Cliffs Picnic Area,False,False,False,False,False,False,"Avg: 1.8 from 22
    votes",Page Views: 635 total · 4/month,"Shared By: Perin Blanchard on Dec 17, 2011"
Shame is a Game,https://www.mountainproject.com/route/107408071/shame-is-a-game,1.4,5.10b,1,40.0,40.45,-111.6742,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Grey Cliffs Picnic Area,False,False,False,False,False,False,"Avg: 1.4 from 17
    votes",Page Views: 628 total · 4/month,"Shared By: Perin Blanchard on Dec 17, 2011"
Unknown 2,https://www.mountainproject.com/route/107551346/unknown-2,2.1,5.10b,1,80.0,40.45,-111.6742,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Grey Cliffs Picnic Area,False,False,False,False,False,False,"Avg: 2.1 from 23
    votes",Page Views: 727 total · 5/month,"Shared By: Perin Blanchard on Apr 9, 2012"
Unknown 1,https://www.mountainproject.com/route/107628669/unknown-1,1.7,5.10a,1,30.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,"Avg: 1.7 from 6
    votes",Page Views: 644 total · 5/month,"Shared By: Perin Blanchard on May 28, 2012"
Kahlua,https://www.mountainproject.com/route/107628690/kahlua,1.0,5.10a,1,30.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,"Avg: 1 from 11
    votes",Page Views: 615 total · 4/month,"Shared By: Perin Blanchard on May 28, 2012"
Motu,https://www.mountainproject.com/route/107628694/motu,1.4,5.10a,1,30.0,40.4477,-111.7005,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,"Avg: 1.4 from 18
    votes",Page Views: 651 total · 5/month,"Shared By: Perin Blanchard on May 28, 2012"
Remembrance Day,https://www.mountainproject.com/route/114264099/remembrance-day,2.2,5.10a,1,80.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,"Avg: 2.2 from 14
    votes",Page Views: 750 total · 11/month,"Shared By: apross on Apr 15, 2018"
Unknown Project,https://www.mountainproject.com/route/116960548/unknown-project,2.5,5.10b,1,22.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,"Avg: 2.5 from 2
    votes",Page Views: 550 total · 10/month,"Shared By: Past User on May 11, 2019"
Voltaire,https://www.mountainproject.com/route/107587109/voltaire,1.7,5.10b,1,40.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,"Avg: 1.8 from 18
    votes","Page Views: 1,054 total · 8/month","Shared By: Perin Blanchard on May 1, 2012"
Serpentine,https://www.mountainproject.com/route/107587101/serpentine,1.8,5.10b/c,1,45.0,40.4475,-111.7003,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Hideaway,False,False,False,False,False,False,"Avg: 1.8 from 21
    votes",Page Views: 971 total · 7/month,"Shared By: John Ross on May 1, 2012"
Leapin' Lizards,https://www.mountainproject.com/route/107618877/leapin-lizards,2.8,5.10b,1,70.0,40.4445,-111.6966,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Unknown Pleasures,False,False,False,False,False,False,"Avg: 2.8 from 54
    votes","Page Views: 1,095 total · 8/month","Shared By: Perin Blanchard on May 21, 2012"
Persona Non Grata,https://www.mountainproject.com/route/107618906/persona-non-grata,2.8,5.10b,1,85.0,40.4445,-111.6966,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Unknown Pleasures,False,False,False,False,False,False,"Avg: 2.8 from 39
    votes","Page Views: 1,479 total · 11/month","Shared By: Perin Blanchard on May 21, 2012"
Shortness,https://www.mountainproject.com/route/107674153/shortness,1.4,5.10b/c,1,35.0,40.4708,-111.6569,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Avalanche Buttress,False,False,False,False,False,False,"Avg: 1.4 from 5
    votes",Page Views: 710 total · 5/month,"Shared By: John Ross on Jun 25, 2012"
Bubba Gump,https://www.mountainproject.com/route/108419446/bubba-gump,1.7,5.10b,1,60.0,40.45145,-111.67624,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Billboard Trail,False,False,False,False,False,False,"Avg: 1.7 from 23
    votes",Page Views: 754 total · 6/month,"Shared By: Alec L on Nov 3, 2013"
Scoliosis,https://www.mountainproject.com/route/107869944/scoliosis,2.4,5.10b/c,1,45.0,40.4514,-111.6685,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Bone Cave,False,False,False,False,False,False,"Avg: 2.4 from 11
    votes","Page Views: 1,207 total · 9/month","Shared By: Perin Blanchard on Nov 1, 2012 · Updates"
Unknown Slab,https://www.mountainproject.com/route/107892365/unknown-slab,2.6,5.10b,1,60.0,40.4416,-111.7,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,The Temple,False,False,False,False,False,False,"Avg: 2.6 from 5
    votes",Page Views: 596 total · 4/month,"Shared By: Perin Blanchard on Nov 17, 2012"
Jubal,https://www.mountainproject.com/route/108326311/jubal,2.1,5.10a,1,35.0,40.45095,-111.66614,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,"Avg: 2.1 from 62
    votes","Page Views: 2,373 total · 19/month","Shared By: Perin Blanchard on Sep 7, 2013"
"Sudden, Yet Inevitable Betrayal",https://www.mountainproject.com/route/108326374/sudden-yet-inevitable-betrayal,2.8,5.10b,1,80.0,40.45095,-111.66614,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,"Avg: 2.8 from 135
    votes","Page Views: 4,392 total · 36/month","Shared By: Darren Knezek on Sep 7, 2013"
Browncoat,https://www.mountainproject.com/route/108326379/browncoat,2.8,5.10b,1,40.0,40.45095,-111.66614,False,False,Utah,Wasatch Range,Southern Wasatch,American Fork Canyon,Serenity,False,False,False,False,False,False,"Avg: 2.8 from 156
    votes","Page Views: 2,927 total · 24/month","Shared By: Perin Blanchard on Sep 7, 2013"
